chrom	start	end	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B
13238	chr4	76665130	76665470	1	10	2	8	1	5	7	10	2	15	2	8
13239	chr4	76688860	76690570	42	167	59	161	197	193	97	124	52	84	52	138
13240	chr4	76702780	76703040	5	10	3	6	16	11	1	3	1	2	2	3
13241	chr4	76703060	76703430	18	17	7	16	53	24	6	13	2	5	8	9
13242	chr4	76703920	76704090	2	3	1	3	13	9	13	18	2	3	5	8
13243	chr4	76704110	76704690	22	45	8	36	70	47	46	35	4	15	20	41
13244	chr4	76753200	76754490	12	37	9	26	41	54	144	115	40	117	43	153
13245	chr4	76781700	76782460	3	16	5	20	12	14	50	66	25	89	18	61
13246	chr4	76782480	76782810	0	5	0	3	1	8	55	70	16	64	12	40
13247	chr4	76783380	76783790	0	6	0	4	2	3	38	62	12	49	5	23
13248	chr4	76783810	76784500	9	32	11	35	33	36	148	130	72	141	35	69
13249	chr4	76830860	76831890	23	67	29	87	40	40	33	43	16	65	10	31
13250	chr4	76905100	76905640	0	0	0	0	0	0	8	14	1	5	6	15
13251	chr4	76987200	76988220	3	8	4	8	5	4	93	75	12	36	52	129
13252	chr4	77347440	77347730	4	9	1	6	7	2	0	0	0	0	0	0
13253	chr4	77578850	77579410	1	0	0	0	0	0	28	16	6	21	1	7
13254	chr4	77618510	77619090	2	1	0	1	3	2	20	10	7	6	10	24
13255	chr4	77636740	77637200	0	0	0	1	0	1	5	4	0	4	0	4
13256	chr4	77695800	77696350	3	5	3	3	7	2	45	22	9	16	6	21
13257	chr4	78002340	78002800	0	0	0	0	0	0	8	14	3	6	4	13
13258	chr4	78059200	78059550	13	12	2	27	13	10	6	13	3	6	3	7
13259	chr4	78568520	78568880	0	7	0	8	4	4	3	3	5	8	0	2
13260	chr4	78645540	78646720	36	47	33	59	24	18	20	28	21	33	15	28
13261	chr4	78684080	78684940	1	2	0	2	1	2	29	47	20	41	13	20
13262	chr4	80202180	80202600	1	28	19	32	9	27	3	2	3	1	0	0
13263	chr4	80203060	80203600	8	22	20	31	17	22	2	2	3	1	3	2
13264	chr4	82044190	82044730	1	1	1	2	0	3	10	5	4	13	11	14
13265	chr4	82284750	82285310	1	6	3	8	3	2	13	13	10	8	5	21
13266	chr4	82782680	82783200	0	4	1	5	3	4	22	11	14	28	3	7
13267	chr4	83207800	83208320	1	4	2	5	0	2	5	5	1	3	1	2
13268	chr4	83256840	83257130	5	10	1	4	5	0	43	33	13	38	8	29
13269	chr4	83358120	83358660	0	0	0	0	2	1	16	9	4	18	2	2
13270	chr4	83618430	83618810	1	3	1	5	0	5	4	8	3	6	0	2
13271	chr4	83851260	83852500	40	67	37	78	25	17	10	16	12	41	1	10
13272	chr4	83854890	83855700	17	24	9	37	8	8	22	30	24	49	2	31
13273	chr4	83890640	83891070	3	8	7	12	1	1	4	4	1	11	0	2
13274	chr4	84493160	84493710	1	10	6	10	3	4	25	25	31	36	22	32
13275	chr4	84499310	84499750	4	5	3	5	4	4	5	9	5	5	2	8
13276	chr4	85477430	85477830	10	8	11	7	5	2	0	1	0	0	1	1
13277	chr4	85498330	85498780	16	40	11	42	11	18	4	4	0	3	0	4
13278	chr4	86831220	86831780	6	15	10	17	12	12	7	17	10	5	4	7
13279	chr4	86927870	86928350	1	5	6	17	4	13	2	4	2	13	2	6
13280	chr4	87240340	87240690	9	10	10	5	8	9	0	0	0	0	0	0
13281	chr4	87818990	87819800	0	3	3	3	7	1	35	22	13	29	7	31
13282	chr4	87978630	87979000	19	52	37	50	18	24	0	0	0	1	1	0
13283	chr4	88611810	88612630	6	10	2	5	13	9	46	34	2	9	18	24
13284	chr4	89123350	89123820	8	21	1	28	23	25	0	1	2	0	0	2
13285	chr4	89283250	89283780	13	24	7	21	8	8	0	1	0	0	0	0
13286	chr4	89298230	89298670	21	23	7	17	8	20	0	0	0	0	0	0
13287	chr4	89298740	89299100	5	18	6	14	12	6	0	0	0	0	1	0
13288	chr4	89305770	89306190	18	51	13	37	26	13	0	1	1	0	0	0
13289	chr4	89469940	89470420	0	2	0	3	4	2	6	6	3	6	8	7
13290	chr4	89753840	89754160	0	0	1	1	0	0	2	0	1	2	3	2
13291	chr4	90474420	90474750	2	0	4	5	6	7	0	0	0	0	0	0
13292	chr4	91826020	91826740	0	0	0	0	1	0	25	15	13	20	15	21
13293	chr4	94410630	94411000	7	23	13	18	5	11	0	1	1	1	0	1
13294	chr4	94654010	94654500	12	92	40	50	12	26	1	0	0	1	1	0
13295	chr4	94654620	94655180	21	93	32	99	17	32	0	0	0	0	1	0
13296	chr4	94762190	94762640	10	42	25	38	19	18	8	6	2	3	1	4
13297	chr4	95045470	95045850	4	6	0	5	8	14	0	2	0	0	1	0
13298	chr4	96164400	96165600	1	0	0	1	0	1	35	27	8	26	6	30
13299	chr4	96736580	96736950	0	0	0	0	0	0	3	3	1	3	3	1
13300	chr4	97911410	97911800	2	4	4	2	8	8	0	0	0	0	0	0
13301	chr4	98482970	98483320	8	16	7	20	6	7	6	4	7	14	6	8
13302	chr4	98491840	98492500	1	2	2	4	3	3	31	27	11	17	12	31
13303	chr4	98522730	98523100	3	8	3	6	5	5	14	11	11	27	2	14
13304	chr4	99091140	99091580	4	0	2	1	2	2	4	3	0	3	10	31
13305	chr4	99998090	99998440	1	0	1	0	3	0	1	1	0	0	3	3
13306	chr4	100007820	100008340	0	0	0	0	0	1	3	3	0	0	4	10
13307	chr4	100208530	100208920	2	5	10	8	3	6	0	0	0	0	0	0
13308	chr4	101127130	101127540	2	2	1	2	5	3	6	13	2	4	4	14
13309	chr4	101346000	101346350	6	15	3	10	6	10	5	25	12	20	5	12
13310	chr4	101355850	101357270	12	22	10	18	13	13	108	78	33	129	16	34
13311	chr4	101367210	101367750	0	0	0	1	0	0	9	19	13	21	1	5
13312	chr4	101953150	101954580	3	2	0	4	4	0	59	33	17	32	19	71
13313	chr4	102036460	102037110	2	1	0	1	0	3	4	8	0	2	1	18
13314	chr4	102429430	102431360	36	117	36	125	35	46	91	161	49	167	24	106
13315	chr4	102439350	102439670	2	14	5	15	6	10	0	2	0	4	0	4
13316	chr4	102439860	102440200	15	14	8	13	8	5	2	7	1	9	0	3
13317	chr4	102441990	102442260	3	6	2	1	1	1	0	1	0	0	1	0
13318	chr4	102717500	102718200	4	9	5	10	26	4	35	14	1	3	15	22
13319	chr4	102718220	102718550	1	1	0	1	4	7	27	19	0	2	12	22
13320	chr4	103498520	103498790	0	0	0	0	0	0	1	0	0	0	1	5
13321	chr4	103996730	103996960	0	1	0	0	1	0	10	3	4	6	2	6
13322	chr4	104490820	104492150	22	72	24	77	24	36	82	79	63	97	32	87
13323	chr4	104728360	104728610	0	8	1	2	4	5	0	2	0	0	0	1
13324	chr4	106421820	106422490	1	0	0	0	0	0	5	9	8	20	1	8
13325	chr4	107600120	107600750	3	2	0	1	0	1	18	23	9	23	2	10
13326	chr4	108172520	108173690	1	8	3	8	6	13	30	38	19	45	17	45
13327	chr4	108592170	108592390	0	0	0	0	0	0	1	2	1	14	1	3
13328	chr4	110193850	110194370	41	137	13	101	48	52	13	18	1	22	5	34
13329	chr4	110196080	110197210	97	249	162	293	177	191	119	139	83	147	45	127
13330	chr4	110533560	110534290	7	13	2	6	7	4	33	17	15	19	13	30
13331	chr4	110636680	110637460	23	53	37	63	42	40	1	0	0	0	0	0
13332	chr4	110854370	110854760	0	2	0	1	3	1	22	11	6	9	11	13
13333	chr4	111064330	111064950	8	23	9	23	23	15	45	22	19	23	15	13
13334	chr4	112127740	112128030	2	0	0	0	4	0	13	1	4	9	0	2
13335	chr4	113069250	113069510	1	3	3	4	2	1	0	1	0	0	0	1
13336	chr4	113468210	113468960	4	16	3	18	11	4	38	31	9	30	21	56
13337	chr4	113645840	113646180	3	7	2	12	6	3	2	0	0	0	1	1
13338	chr4	113646260	113646740	10	33	10	22	20	12	0	0	3	2	1	2
13339	chr4	113958990	113959880	5	12	8	5	8	8	96	176	34	104	12	121
13340	chr4	114015390	114016000	19	36	37	33	45	32	36	44	26	30	16	31
13341	chr4	114364850	114365380	0	1	0	0	0	0	23	6	5	19	5	33
13342	chr4	114382720	114384020	0	0	0	0	0	0	51	30	3	4	24	58
13343	chr4	116358410	116358930	0	0	0	0	0	0	12	13	2	9	5	19
13344	chr4	117324720	117325940	0	2	4	3	1	0	84	49	50	111	9	28
13345	chr4	118265430	118265810	2	8	5	20	10	10	0	0	0	0	0	0
13346	chr4	118278340	118279650	175	467	274	546	243	343	378	491	178	518	185	418
13347	chr4	118591400	118592010	14	38	21	24	10	15	10	4	4	3	2	7
13348	chr4	118967910	118968260	5	2	1	2	1	2	0	0	0	0	0	0
13349	chr4	119025680	119026140	4	8	4	8	3	5	1	0	0	0	1	1
13350	chr4	119026560	119027450	41	78	46	50	47	40	0	1	0	0	2	0
13351	chr4	119093240	119093950	6	14	4	12	16	5	0	0	0	0	0	0
13352	chr4	119102680	119103060	5	7	4	7	2	2	11	8	9	14	2	8
13353	chr4	119103080	119103440	7	10	1	15	4	8	4	8	4	12	0	4
13354	chr4	119188120	119188570	0	0	0	0	0	0	1	1	2	5	0	8
13355	chr4	119209150	119209670	3	11	2	11	6	9	10	15	4	27	8	24
13356	chr4	119454420	119454930	1	35	9	34	14	24	5	20	8	15	2	26
13357	chr4	119730270	119730570	0	0	0	0	0	0	0	0	0	5	0	1
13358	chr4	120049520	120049810	1	11	1	5	5	9	13	7	3	16	7	6
13359	chr4	121156770	121157460	14	43	24	34	21	14	1	1	0	3	0	0
13360	chr4	121711440	121712180	18	62	24	33	34	28	245	124	74	153	56	110
13361	chr4	121784930	121785820	21	20	17	28	23	18	18	14	17	45	1	11
13362	chr4	121791320	121791830	0	0	0	0	1	0	15	4	10	35	2	4
13363	chr4	122151900	122152760	35	187	44	151	69	107	34	62	25	44	21	109
13364	chr4	122152850	122153030	6	19	7	26	8	18	9	18	5	7	4	17
13365	chr4	122700130	122700750	1	1	0	2	7	5	15	15	0	1	13	15
13366	chr4	122764850	122765110	1	5	2	6	0	0	1	0	0	0	0	1
13367	chr4	122783300	122783900	4	3	4	14	2	2	13	8	8	22	3	16
13368	chr4	122783920	122784250	2	5	1	6	2	1	15	10	10	25	3	11
13369	chr4	122798000	122798430	3	8	4	12	3	7	6	2	3	7	0	9
13370	chr4	122892030	122892260	3	6	0	3	4	4	12	4	2	4	0	6
13371	chr4	123340220	123340700	9	20	4	5	14	21	2	2	1	2	0	0
13372	chr4	123505200	123506380	32	66	53	64	66	50	2	1	0	0	1	0
13373	chr4	123555210	123555830	8	14	4	22	4	9	8	2	0	0	1	2
13374	chr4	123588180	123588700	23	37	19	39	28	27	9	12	1	14	4	7
13375	chr4	123599870	123600350	10	22	8	21	16	16	3	3	2	0	5	6
13376	chr4	123649670	123650350	17	59	22	47	18	38	0	0	0	0	0	0
13377	chr4	123700610	123700900	0	0	1	0	0	0	7	6	1	8	0	7
13378	chr4	123832020	123833240	0	2	1	0	1	1	77	43	17	41	15	39
13379	chr4	124432250	124432980	13	17	11	14	6	11	2	0	0	1	1	1
13380	chr4	125266980	125267510	2	9	8	11	11	6	0	0	0	0	0	0
13381	chr4	125314630	125315380	23	50	38	55	41	36	22	9	9	16	13	26
13382	chr4	125317630	125317940	10	32	14	27	17	21	0	4	1	1	0	1
13383	chr4	125728650	125728990	0	2	2	3	0	5	4	5	2	6	1	6
13384	chr4	125734370	125734760	1	2	1	0	4	1	19	10	3	10	6	9
13385	chr4	125734870	125735650	4	6	1	4	6	6	29	27	11	26	8	21
13386	chr4	126005000	126005340	9	4	4	4	6	2	0	0	0	0	0	0
13387	chr4	126776620	126776900	0	0	0	0	0	0	1	1	1	5	2	2
13388	chr4	126778310	126778680	1	0	0	0	0	0	6	2	1	4	1	5
13389	chr4	127622730	127623510	7	28	14	24	17	18	21	20	9	17	9	26
13390	chr4	128241400	128242190	6	9	11	18	4	6	9	9	10	24	1	6
13391	chr4	128286290	128287090	50	173	60	135	98	124	26	34	10	42	5	22
13392	chr4	128322060	128323520	53	50	33	40	54	33	92	94	53	135	14	42
13393	chr4	128348100	128348640	15	22	8	19	17	6	17	9	6	15	2	5
13394	chr4	128354210	128355720	62	124	61	127	85	96	51	64	27	78	4	20
13395	chr4	128357980	128358730	1	3	1	3	4	4	26	17	11	33	1	11
13396	chr4	128370910	128371350	0	1	0	3	1	4	4	8	2	17	0	10
13397	chr4	128386860	128387610	46	71	59	71	57	57	59	38	29	46	10	15
13398	chr4	128387830	128388260	4	4	4	4	2	6	13	20	7	31	0	7
13399	chr4	128517530	128518010	7	11	7	13	12	14	9	11	5	12	3	13
13400	chr4	128529220	128529530	0	3	1	5	1	2	10	9	3	16	4	22
13401	chr4	128552650	128553850	69	155	50	118	116	89	148	127	45	122	53	162
13402	chr4	128573440	128574330	8	21	6	16	16	17	21	30	3	18	10	23
13403	chr4	128601090	128602250	38	73	31	68	76	86	26	18	9	12	9	10
13404	chr4	128635110	128636440	48	126	42	122	87	118	1	2	0	1	1	2
13405	chr4	133711850	133712140	0	0	0	2	1	0	11	6	1	4	1	2
13406	chr4	138053500	138054080	0	4	1	2	2	1	24	7	5	16	2	5
13407	chr4	138235880	138236140	8	15	14	14	8	3	0	5	2	3	0	0
13408	chr4	138236310	138236600	13	22	8	14	10	11	1	3	1	2	1	3
13409	chr4	138255780	138256550	17	29	21	51	14	22	0	0	0	0	1	0
13410	chr4	138875800	138876450	4	10	2	7	14	3	34	17	15	34	2	11
13411	chr4	138910730	138911450	11	42	20	26	40	39	0	0	0	0	0	0
13412	chr4	138954220	138954490	2	0	3	3	1	2	0	0	0	0	0	0
13413	chr4	139266470	139266730	0	11	3	11	1	6	1	1	1	0	1	0
13414	chr4	139266740	139267120	5	16	7	18	12	12	8	0	4	2	2	2
13415	chr4	139295140	139295980	21	122	57	152	53	106	57	77	54	67	28	90
13416	chr4	139596010	139596330	2	12	4	13	7	5	0	2	0	2	0	1
13417	chr4	139606360	139607200	17	55	23	64	48	44	1	0	0	1	0	0
13418	chr4	140019260	140019850	25	59	22	72	34	58	0	0	0	0	0	1
13419	chr4	140020480	140020850	1	6	7	6	12	14	0	0	0	0	1	0
13420	chr4	140048930	140049780	62	145	62	145	147	88	22	8	8	9	5	15
13421	chr4	140071770	140072240	1	5	1	8	6	4	16	12	2	10	11	12
13422	chr4	140085070	140085740	19	50	15	45	39	46	0	0	0	0	1	0
13423	chr4	140092280	140093020	61	114	35	81	94	106	18	16	5	11	9	43
13424	chr4	140095000	140095550	68	115	73	135	152	208	11	10	1	2	4	4
13425	chr4	140095620	140096740	114	186	96	200	276	287	20	22	0	1	21	24
13426	chr4	140150170	140151880	186	526	204	536	453	523	88	138	77	141	38	157
13427	chr4	140252060	140253640	28	104	49	103	86	97	74	123	54	112	40	92
13428	chr4	140266940	140267270	0	0	0	0	0	0	2	3	5	5	1	1
13429	chr4	140296390	140297380	7	15	3	16	5	9	20	15	14	28	3	14
13430	chr4	140938190	140938540	0	0	0	0	0	0	13	3	3	8	0	3
13431	chr4	140943630	140944760	0	0	0	0	0	0	64	73	26	112	13	51
13432	chr4	141329020	141329520	5	11	5	10	13	10	1	5	0	4	3	2
13433	chr4	141350100	141350430	2	8	2	11	2	2	3	7	1	4	1	3
13434	chr4	141571810	141572080	3	12	4	9	9	13	0	0	0	0	0	0
13435	chr4	141643280	141643750	4	6	3	4	19	8	6	6	0	0	0	7
13436	chr4	142091670	142092030	3	40	23	26	14	22	4	6	3	11	3	7
13437	chr4	142379270	142380340	20	24	18	29	36	25	59	72	31	65	16	37
13438	chr4	142402160	142402500	3	6	2	6	7	3	18	24	7	35	0	4
13439	chr4	142404060	142404340	19	27	7	28	11	8	45	54	19	58	5	25
13440	chr4	142404960	142405900	82	150	93	159	76	110	279	203	151	325	45	128
13441	chr4	142407530	142408020	17	12	4	21	7	12	43	27	14	73	7	19
13442	chr4	142473500	142473880	16	35	29	45	23	14	1	0	1	0	1	1
13443	chr4	142473930	142474990	129	115	92	129	110	72	4	3	1	1	0	6
13444	chr4	142549190	142549510	8	7	4	6	6	6	14	8	4	4	1	1
13445	chr4	142549530	142549870	5	14	5	13	5	6	15	10	4	10	3	12
13446	chr4	142550000	142550530	4	7	3	7	2	7	18	13	10	17	1	8
13447	chr4	143559290	143559560	10	25	15	21	10	11	37	17	23	22	15	27
13448	chr4	144582090	144582480	4	7	5	9	2	9	3	0	4	3	0	3
13449	chr4	144582860	144583410	11	22	18	30	12	9	2	2	1	3	1	1
13450	chr4	144583540	144584030	9	19	3	14	7	7	1	0	0	1	1	1
13451	chr4	145732690	145733670	21	53	22	65	58	62	65	68	54	78	39	144
13452	chr4	145734270	145735690	6	16	6	12	35	15	188	216	111	222	64	155
13453	chr4	145909390	145909930	15	29	25	20	27	22	1	6	6	6	1	3
13454	chr4	146222330	146222920	1	1	0	0	0	0	14	7	2	7	9	9
13455	chr4	146241340	146241770	2	11	2	12	2	3	2	7	2	7	4	4
13456	chr4	147103580	147104060	4	12	4	13	6	9	1	0	0	0	1	3
13457	chr4	147157820	147158200	4	10	4	6	12	3	1	0	0	0	1	0
13458	chr4	147158220	147158730	3	21	10	26	16	21	1	1	0	0	0	4
13459	chr4	148795060	148795840	0	2	0	1	0	1	4	14	8	9	4	17
13460	chr4	149164180	149164850	0	0	0	0	0	0	22	13	11	29	2	11
13461	chr4	149997930	149998210	0	6	1	9	6	1	1	0	4	1	0	1
13462	chr4	150569350	150569660	2	8	4	10	5	9	3	5	1	4	0	1
13463	chr4	151324690	151326010	91	244	178	249	166	154	63	109	68	82	29	65
13464	chr4	151485470	151485950	0	2	0	1	0	1	5	8	8	9	2	1
13465	chr4	151806490	151807480	0	0	0	0	1	0	15	21	7	25	7	16
13466	chr4	151990280	151990600	0	0	0	0	0	0	2	0	8	3	0	3
13467	chr4	152045790	152046430	2	2	1	0	0	1	9	13	3	12	0	6
13468	chr4	152258760	152259070	0	1	0	2	0	0	8	4	1	4	2	5
13469	chr4	152936100	152936440	11	28	18	47	18	19	1	2	2	1	0	2
13470	chr4	152937150	152937640	4	17	11	10	4	6	8	10	2	3	6	10
13471	chr4	152972620	152973800	5	13	5	12	8	6	41	42	15	22	39	76
13472	chr4	153114630	153116390	47	59	44	81	92	62	56	55	17	35	25	43
13473	chr4	153189430	153189840	5	18	3	21	17	19	0	1	0	1	0	1
13474	chr4	153248530	153249750	1	9	3	7	9	4	43	55	60	78	29	76
13475	chr4	154004910	154005360	0	0	0	0	2	0	3	4	0	2	3	4
13476	chr4	154124820	154125140	0	0	0	0	0	0	3	3	3	2	2	2
13477	chr4	154464830	154465430	0	0	0	0	0	0	45	34	21	110	3	17
13478	chr4	154466390	154466880	0	0	0	0	0	0	3	8	4	17	1	6
13479	chr4	155392500	155392820	3	1	1	3	1	2	9	9	4	6	3	7
13480	chr4	155392840	155393130	2	3	3	5	3	1	13	3	3	11	4	5
13481	chr4	155603460	155603970	0	0	0	0	0	0	16	15	2	3	7	12
13482	chr4	156476030	156476790	1	4	3	4	5	2	31	21	10	27	9	20
13483	chr4	156598240	156598920	0	0	0	0	0	0	12	19	5	13	4	11
13484	chr4	156614620	156615600	0	0	0	0	1	0	24	28	1	12	5	38
13485	chr4	156706730	156707280	0	0	0	0	0	0	3	2	0	0	3	12
13486	chr4	156710740	156711170	0	0	0	0	0	0	6	3	0	0	6	9
13487	chr4	156771250	156772130	11	15	8	25	18	29	167	136	55	120	50	89
13488	chr4	156774170	156775020	9	18	10	15	29	19	139	157	64	136	40	117
13489	chr4	156779480	156780140	2	2	1	7	0	1	39	38	25	35	6	24
13490	chr4	156941910	156942300	4	2	1	3	1	3	6	10	3	5	5	6
13491	chr4	156976280	156977890	0	2	0	1	0	0	77	51	17	41	6	21
13492	chr4	156998820	156999970	1	1	0	2	2	0	73	47	14	75	7	25
13493	chr4	157012660	157013740	0	0	0	0	0	1	75	55	37	73	29	33
13494	chr4	157014240	157015590	0	0	0	1	0	0	92	65	80	138	23	40
13495	chr4	157052020	157052670	0	0	0	0	1	0	31	18	2	8	18	29
13496	chr4	157052690	157052980	0	0	0	0	0	0	13	11	2	2	19	23
13497	chr4	158020280	158021020	9	14	17	17	4	7	12	9	8	10	4	6
13498	chr4	158033320	158033840	20	33	29	26	23	17	0	0	0	0	1	0
13499	chr4	158094380	158094970	5	7	6	7	2	4	0	1	0	2	1	2
13500	chr4	158120680	158121630	24	26	15	29	35	22	33	38	8	21	18	59
13501	chr4	158158930	158159570	8	14	5	11	9	5	27	20	9	33	7	22
13502	chr4	158161610	158162110	8	10	11	14	17	13	12	10	11	13	0	13
13503	chr4	158298760	158299190	8	17	19	19	14	14	0	0	0	0	0	0
13504	chr4	158775050	158775450	3	2	2	2	2	3	2	4	0	2	4	3
13505	chr4	158810230	158811090	3	16	3	9	13	13	57	52	23	66	33	85
13506	chr4	159048090	159048760	0	1	0	0	0	2	7	5	0	8	5	8
13507	chr4	159175800	159176390	1	2	4	9	5	10	7	3	1	6	15	18
13508	chr4	159284120	159284380	1	2	0	1	1	0	10	13	3	17	0	2
13509	chr4	159284400	159284780	0	0	0	2	1	0	32	24	16	24	2	17
13510	chr4	159391120	159391650	0	0	0	0	0	0	28	47	7	33	13	25
13511	chr4	160318980	160319690	23	45	14	51	17	19	0	0	0	1	0	0
13512	chr4	160848730	160849200	3	6	3	4	9	7	4	7	1	6	4	5
13513	chr4	161359550	161360020	5	4	2	4	0	1	0	0	0	0	0	0
13514	chr4	164571740	164572030	0	0	0	0	0	0	3	2	2	9	0	2
13515	chr4	165325530	165325990	4	13	6	19	16	14	19	18	11	24	9	28
13516	chr4	165461210	165461820	0	1	1	0	1	1	16	31	9	36	6	24
13517	chr4	165579820	165580870	1	5	3	5	3	4	19	20	8	30	7	23
13518	chr4	165741050	165741420	4	8	7	9	1	5	7	4	2	6	1	3
13519	chr4	165742790	165743170	13	22	13	27	21	12	14	5	3	10	2	6
13520	chr4	165874700	165875440	35	106	41	133	42	79	0	0	1	2	0	1
13521	chr4	166435220	166435940	0	0	0	0	0	0	7	20	1	19	1	13
13522	chr4	167023440	167024060	1	0	0	0	0	0	21	20	8	28	6	18
13523	chr4	168095910	168096400	3	17	7	15	6	6	0	0	0	0	0	0
13524	chr4	168486970	168487970	42	78	42	91	35	25	30	20	29	49	1	8
13525	chr4	168527740	168528640	1	10	4	20	3	2	42	27	8	33	2	27
13526	chr4	168540040	168540510	10	25	2	19	7	6	1	2	0	3	0	0
13527	chr4	168557950	168558430	0	3	0	1	0	1	13	24	15	41	4	11
13528	chr4	168558440	168559130	0	2	1	3	0	0	12	14	12	25	1	8
13529	chr4	168588850	168589630	2	7	7	3	1	1	46	68	37	119	3	27
13530	chr4	168604700	168605530	2	3	0	4	3	1	24	17	16	29	3	8
13531	chr4	168612490	168612980	1	18	8	10	18	7	6	2	1	4	0	2
13532	chr4	168618620	168619490	6	7	7	7	9	4	137	184	64	188	17	130
13533	chr4	168634010	168635000	6	9	5	19	10	6	134	220	70	188	24	126
13534	chr4	168636920	168637210	8	10	1	8	3	3	31	35	6	33	6	12
13535	chr4	168796220	168796860	6	16	10	16	20	10	24	25	13	32	6	23
13536	chr4	168833200	168833470	12	21	7	31	19	16	16	36	7	26	8	31
13537	chr4	169069970	169070710	15	51	27	48	34	37	6	10	0	2	2	8
13538	chr4	169225460	169225920	5	6	2	10	4	3	5	0	6	3	1	4
13539	chr4	169249580	169250070	14	28	15	22	14	17	2	1	0	11	0	0
13540	chr4	169791720	169792060	7	15	14	23	7	5	6	8	7	14	5	5
13541	chr4	169900220	169900730	0	1	0	0	0	0	35	23	6	32	5	11
13542	chr4	170674900	170675410	0	0	0	0	0	0	5	4	0	0	8	13
13543	chr4	173169920	173170200	3	16	13	21	9	18	27	24	13	24	9	16
13544	chr4	173252230	173252640	1	2	1	3	3	3	12	4	2	12	3	5
13545	chr4	173917320	173917520	0	0	1	0	1	1	1	1	0	0	0	0
13546	chr4	173917540	173917840	0	0	0	0	0	1	0	1	0	0	3	3
13547	chr4	174401640	174402530	52	102	42	84	72	85	0	0	0	0	1	2
13548	chr4	174402560	174403460	74	129	74	111	133	117	0	0	0	1	0	0
13549	chr4	174461630	174462170	4	8	6	11	12	8	0	0	0	0	0	0
13550	chr4	175771070	175771320	2	3	1	5	4	3	2	4	4	6	2	10
13551	chr4	176270650	176271290	0	2	1	2	2	2	10	15	4	18	3	21
13552	chr4	176443170	176444240	25	24	17	29	22	11	84	58	17	62	12	40
13553	chr4	176538130	176538870	27	17	23	31	30	9	5	3	1	4	1	2
13554	chr4	176635600	176636450	10	38	20	38	17	19	0	0	0	0	0	0
13555	chr4	176638970	176639390	1	19	3	15	4	8	0	0	0	0	0	0
13556	chr4	176839120	176839830	3	12	8	14	2	1	5	11	12	11	0	9
13557	chr4	176902510	176902900	0	0	0	0	0	0	30	18	11	39	4	7
13558	chr4	176902910	176903250	0	0	0	0	0	0	8	6	6	14	1	2
13559	chr4	181549080	181550030	0	0	0	1	0	2	15	28	3	16	9	50
13560	chr4	181952220	181952910	5	7	2	9	7	3	15	8	11	14	2	10
13561	chr4	181959300	181959590	1	1	1	1	1	3	13	4	8	10	4	11
13562	chr4	182082390	182082740	0	0	0	0	0	0	6	25	3	33	3	10
13563	chr4	182084840	182085400	0	0	0	0	0	0	27	37	11	83	2	31
13564	chr4	182093060	182094060	0	1	0	0	1	0	26	13	23	32	3	22
13565	chr4	182142660	182143210	7	28	18	25	13	29	13	6	8	11	2	9
13566	chr4	182143560	182145500	70	188	132	241	148	169	67	133	92	122	37	108
13567	chr4	182189410	182189980	7	15	7	14	10	8	9	13	14	19	9	20
13568	chr4	182212230	182212790	4	21	6	18	26	15	0	1	0	4	0	1
13569	chr4	182238150	182238880	15	51	21	46	25	35	35	21	10	31	7	16
13570	chr4	182240060	182240870	55	75	49	89	65	41	65	39	45	71	18	39
13571	chr4	182245910	182246230	0	7	2	10	4	4	5	16	16	33	1	11
13572	chr4	182448370	182449450	31	76	31	122	48	52	82	127	50	96	39	109
13573	chr4	182832370	182832710	1	0	0	0	0	0	2	1	0	1	4	7
13574	chr4	183398380	183399060	9	17	8	33	18	17	38	40	27	34	29	40
13575	chr4	183407130	183407430	1	7	6	8	2	2	9	4	2	13	3	15
13576	chr4	183438680	183439070	3	8	2	11	7	7	14	8	3	8	4	5
13577	chr4	183636510	183636930	16	36	25	44	39	26	2	3	2	2	0	2
13578	chr4	183722790	183723180	6	9	14	14	9	8	1	5	3	7	0	6
13579	chr4	183796900	183797720	20	43	41	51	37	32	4	7	9	10	4	4
13580	chr4	183987480	183988460	70	232	70	237	109	180	81	84	25	50	31	57
13581	chr4	184265730	184266050	7	6	1	10	9	6	5	1	3	5	3	3
13582	chr4	184266100	184266370	6	23	7	35	9	14	5	11	6	7	3	5
13583	chr4	184267910	184268620	23	42	23	50	29	27	14	10	13	18	11	19
13584	chr4	184343690	184344130	7	13	10	22	19	12	9	1	2	5	6	8
13585	chr4	184383540	184384630	18	64	31	49	28	24	54	41	24	65	7	38
13586	chr4	184537050	184537940	37	123	38	115	85	71	48	44	19	18	13	68
13587	chr4	184537960	184538360	26	40	21	43	17	28	16	21	18	14	15	20
13588	chr4	184793390	184793690	2	3	1	4	8	13	1	1	0	0	1	2
13589	chr4	184813440	184813840	11	26	4	16	31	43	1	2	0	3	0	1
13590	chr4	185127590	185127920	2	9	2	5	4	7	0	0	0	0	0	0
13591	chr4	185145540	185145950	14	35	17	28	16	19	14	22	6	15	9	15
